unique_key,created_date,complaint_type,borough,latitude,longitude
46366292,2020-06-02T18:12:33Z,Food Poisoning,QUEENS,40.74898866753268,-73.8915860955775
42299123,2019-04-23T14:10:54Z,Food Poisoning,MANHATTAN,40.80724206185896,-73.94424833278725
46404220,2020-06-07T04:00:00Z,Food Poisoning,QUEENS,40.745846527444286,-73.94742865765353
41971996,2019-03-16T22:18:35Z,Food Poisoning,QUEENS,40.690149873261944,-73.81467364246916
41977177,2019-03-16T22:02:42Z,Food Poisoning,BRONX,40.84346855939608,-73.91183084685466
41991201,2019-03-18T17:01:45Z,Food Poisoning,BROOKLYN,40.72030785836181,-73.94429941004074
42014609,2019-03-21T14:54:16Z,Food Poisoning,BROOKLYN,40.73766529115196,-73.95604858134287
53770164,2022-03-28T17:07:19Z,Food Poisoning,MANHATTAN,40.728923399912524,-74.00067469924105
45694047,2020-02-26T05:00:00Z,Food Poisoning,MANHATTAN,40.762073667707405,-73.9862754905851
42751931,2019-05-23T11:25:52Z,Food Poisoning,MANHATTAN,40.7283771928769,-74.00077210938034
53945000,2022-04-18T04:00:00Z,Food Poisoning,MANHATTAN,40.72832678131086,-73.98475987116001
43867926,2019-09-23T02:14:28Z,Food Poisoning,MANHATTAN,40.75243732361481,-73.97324432614289
42793154,2019-05-27T06:46:55Z,Food Poisoning,STATEN ISLAND,40.62434015519512,-74.13915216663167
54001925,2022-04-25T04:00:00Z,Food Poisoning,BROOKLYN,40.683850999198405,-73.91210318943878
54003099,2022-04-25T15:47:51Z,Food Poisoning,BROOKLYN,40.69011683502152,-73.9840221796813
42791151,2019-05-28T00:35:44Z,Food Poisoning,BROOKLYN,40.57555428963654,-73.9801906713518
42892507,2019-06-06T18:27:41Z,Food Poisoning,QUEENS,40.74917626289426,-73.88969822207801
56047247,2022-11-19T05:00:00Z,Food Poisoning,MANHATTAN,40.77897163243504,-73.95093018835861
43511163,2019-08-09T18:40:44Z,Food Poisoning,MANHATTAN,40.75680170366766,-73.9742712884355
52224465,2021-10-18T04:00:00Z,Food Poisoning,BROOKLYN,40.63323042357994,-73.96705919947725
42855711,2019-06-03T22:40:49Z,Food Poisoning,MANHATTAN,40.74341518159911,-73.9890941999255
46609171,2020-06-24T04:00:00Z,Food Poisoning,BROOKLYN,40.640512027933354,-73.96597463371064
43607739,2019-08-21T16:56:13Z,Food Poisoning,BRONX,40.847004289375114,-73.8447207350228
43142394,2019-06-28T16:27:08Z,Food Poisoning,QUEENS,40.68778035296996,-73.79023650807652
41978098,2019-03-16T21:58:30Z,Food Poisoning,BROOKLYN,NA,NA
43946199,2019-10-02T20:40:42Z,Food Poisoning,BROOKLYN,40.6751891465896,-73.97495529807996
42961763,2019-06-13T19:04:36Z,Food Poisoning,BROOKLYN,40.64120750386978,-73.90448078025057
42963074,2019-06-13T13:15:46Z,Food Poisoning,BROOKLYN,40.65210824499547,-74.00302364116668
42964431,2019-06-13T15:31:47Z,Food Poisoning,BROOKLYN,40.640464342870324,-73.94846654063889
42964432,2019-06-13T18:16:40Z,Food Poisoning,QUEENS,40.777230467257496,-73.91225434005588
42969985,2019-06-14T11:27:27Z,Food Poisoning,MANHATTAN,40.76300248869104,-73.97617129121932
42971439,2019-06-15T02:25:24Z,Food Poisoning,MANHATTAN,NA,NA
42868551,2019-06-05T00:25:53Z,Food Poisoning,BROOKLYN,40.57558571299791,-73.96297313198868
43995900,2019-10-08T03:44:20Z,Food Poisoning,MANHATTAN,40.793544665816114,-73.97075030270227
44102308,2019-10-20T18:07:02Z,Food Poisoning,MANHATTAN,40.72868119563205,-73.98759928946134
44136778,2019-10-24T04:00:00Z,Food Poisoning,BROOKLYN,40.694397347412604,-73.97631841951525
49565993,2021-01-19T05:00:00Z,Food Poisoning,MANHATTAN,40.86427322325775,-73.91906291115772
43077177,2019-06-24T20:35:38Z,Food Poisoning,MANHATTAN,NA,NA
43265026,2019-07-12T20:48:58Z,Food Poisoning,MANHATTAN,40.82474574693476,-73.95166604780248
45148629,2019-12-12T05:00:00Z,Food Poisoning,QUEENS,40.77416930073836,-73.92685911541315
45187397,2019-12-17T05:00:00Z,Food Poisoning,QUEENS,40.74345744723706,-73.92132805301277
43017476,2019-06-20T01:44:30Z,Food Poisoning,BROOKLYN,40.650861514177954,-73.94830354645774
45242828,2019-12-25T05:00:00Z,Food Poisoning,QUEENS,40.74830070653377,-73.89262301810025
43035323,2019-06-20T17:13:33Z,Food Poisoning,QUEENS,40.76466395447205,-73.81084912054429
45250098,2019-12-26T05:00:00Z,Food Poisoning,MANHATTAN,40.85541455935682,-73.92928572843526
45256351,2019-12-27T05:00:00Z,Food Poisoning,BRONX,40.817688269398225,-73.89037949024316
43551673,2019-08-15T13:58:58Z,Food Poisoning,QUEENS,40.751875912585234,-73.70281653107844
45316309,2020-01-05T05:00:00Z,Food Poisoning,MANHATTAN,40.74488136703263,-73.99748821843848
45317243,2020-01-05T05:00:00Z,Food Poisoning,MANHATTAN,40.79841347994562,-73.94114598039883
43557556,2019-08-15T13:18:31Z,Food Poisoning,QUEENS,40.75182127864927,-73.70291783460324
45341014,2020-01-08T05:00:00Z,Food Poisoning,STATEN ISLAND,40.58549011469266,-74.09313895474357
43281807,2019-07-15T02:38:44Z,Food Poisoning,BROOKLYN,40.68555735694647,-73.98127575090892
43282381,2019-07-14T06:28:10Z,Food Poisoning,STATEN ISLAND,40.509548484500264,-74.24734550755531
43284678,2019-07-16T03:17:10Z,Food Poisoning,QUEENS,40.74833913634611,-73.89262656523027
45423898,2020-01-19T05:00:00Z,Food Poisoning,BROOKLYN,40.68774901210913,-73.99329323169982
45431392,2020-01-20T05:00:00Z,Food Poisoning,MANHATTAN,40.79155826597866,-73.97402672607299
45435514,2020-01-21T05:00:00Z,Food Poisoning,MANHATTAN,40.75832921129652,-73.96893569431471
45450768,2020-01-22T05:00:00Z,Food Poisoning,BROOKLYN,40.724688923250085,-73.9513020740071
45451635,2020-01-22T05:00:00Z,Food Poisoning,QUEENS,40.675159019694874,-73.73765584639817
47713234,2020-09-27T04:00:00Z,Food Poisoning,Unspecified,40.70104588784057,-73.91067758625715
43291080,2019-07-15T15:28:21Z,Food Poisoning,MANHATTAN,40.74161720239157,-73.98744892485378
43292724,2019-07-15T16:17:34Z,Food Poisoning,QUEENS,40.74467161745749,-73.95344196346748
43594504,2019-08-20T23:15:22Z,Food Poisoning,BROOKLYN,40.605886603887775,-73.96636682281094
43194662,2019-07-05T14:22:42Z,Food Poisoning,BROOKLYN,40.636545044928106,-74.00845629413567
45533301,2020-02-03T05:00:00Z,Food Poisoning,QUEENS,40.76132844632705,-73.78988936881053
43045739,2019-06-21T22:11:36Z,Food Poisoning,QUEENS,40.76250523310922,-73.80348394717039
45540596,2020-02-04T05:00:00Z,Food Poisoning,BROOKLYN,40.69083313937321,-73.98345226694526
45549011,2020-02-05T05:00:00Z,Food Poisoning,MANHATTAN,40.76449718420244,-73.98553134261749
15746398,2010-01-16T17:44:41Z,Food Poisoning,MANHATTAN,40.760597366842056,-73.98985665002863
43818730,2019-09-18T01:07:45Z,Food Poisoning,BROOKLYN,40.640296906118216,-73.94845586027155
43064057,2019-06-23T21:11:49Z,Food Poisoning,BROOKLYN,40.67816278642721,-73.91075149858801
43064058,2019-06-22T20:10:48Z,Food Poisoning,BROOKLYN,40.668007163870016,-73.98063543238307
45593112,2020-02-11T05:00:00Z,Food Poisoning,BRONX,40.85444946202256,-73.86561153904478
45594301,2020-02-11T05:00:00Z,Food Poisoning,QUEENS,40.74898868111983,-73.89160053198266
43421428,2019-07-30T19:46:18Z,Food Poisoning,QUEENS,40.763051844290516,-73.91318992575036
45631127,2020-02-17T05:21:42Z,Food Poisoning,QUEENS,40.76757426678376,-73.91198547341062
45639609,2020-02-18T05:00:00Z,Food Poisoning,MANHATTAN,40.7455081448183,-73.97965293419553
45682918,2020-02-23T05:00:00Z,Food Poisoning,BRONX,40.86222535202683,-73.9111588496475
45688804,2020-02-24T05:00:00Z,Food Poisoning,MANHATTAN,40.7193716164581,-73.99741342232551
45690079,2020-02-25T05:00:00Z,Food Poisoning,QUEENS,40.76201824405342,-73.91854823353376
45727019,2020-02-29T05:00:00Z,Food Poisoning,BROOKLYN,40.689921884137824,-73.98351018760691
45730477,2020-03-01T05:00:00Z,Food Poisoning,BRONX,40.86222535202683,-73.9111588496475
45758764,2020-03-05T05:00:00Z,Food Poisoning,MANHATTAN,40.71639352828622,-73.99651531047331
43095484,2019-06-26T01:17:26Z,Food Poisoning,MANHATTAN,40.747515542733886,-73.98633262510911
43099569,2019-06-25T15:26:58Z,Food Poisoning,QUEENS,40.74848186651509,-73.89262994426288
45804754,2020-03-11T04:00:00Z,Food Poisoning,QUEENS,40.592147693501595,-73.79406554388137
43129365,2019-06-27T14:57:19Z,Food Poisoning,BROOKLYN,40.66525943622001,-73.91055609337707
50019753,2021-03-15T04:00:00Z,Food Poisoning,BROOKLYN,40.701566140278636,-73.94332327125107
43653014,2019-08-27T10:01:41Z,Food Poisoning,MANHATTAN,40.757365707130504,-73.96857157828079
45833878,2020-03-15T04:00:00Z,Food Poisoning,BROOKLYN,40.68643513118988,-73.97814213509177
43175057,2019-07-02T19:29:54Z,Food Poisoning,Unspecified,NA,NA
50139260,2021-03-29T04:00:00Z,Food Poisoning,QUEENS,40.72926681827771,-73.78098838311224
43001421,2019-06-17T19:25:44Z,Food Poisoning,MANHATTAN,40.75430356610615,-73.98876757200729
45858756,2020-03-19T04:00:00Z,Food Poisoning,QUEENS,40.71341177438257,-73.83256192446983
43187895,2019-07-03T13:57:11Z,Food Poisoning,MANHATTAN,40.752100649987966,-73.9776044629099
45878094,2020-03-22T04:00:00Z,Food Poisoning,QUEENS,40.72700775357502,-73.8935412667379
45887193,2020-03-24T04:00:00Z,Food Poisoning,MANHATTAN,40.791025776020234,-73.9433590666736
43389530,2019-07-26T15:50:30Z,Food Poisoning,QUEENS,40.64832048620134,-73.78828125130184
43856744,2019-09-20T17:42:08Z,Food Poisoning,MANHATTAN,40.71614653793825,-73.99816387122576
45910123,2020-03-28T04:00:00Z,Food Poisoning,QUEENS,40.592147693501595,-73.79406554388137
43033550,2019-06-20T21:21:03Z,Food Poisoning,BRONX,40.81779673110346,-73.92258414725178
50881839,2021-06-14T04:00:00Z,Food Poisoning,BRONX,40.867828463104395,-73.89923449137717
50883146,2021-06-14T04:00:00Z,Food Poisoning,QUEENS,40.701087621120806,-73.80787019353279
43869746,2019-09-22T04:20:14Z,Food Poisoning,BROOKLYN,40.67133863333894,-73.9392429731578
43873867,2019-09-21T03:17:35Z,Food Poisoning,MANHATTAN,40.736761758196515,-73.98765191220562
43405066,2019-07-28T20:01:08Z,Food Poisoning,BRONX,40.87125979785404,-73.86715402937321
51304912,2021-07-23T04:00:00Z,Food Poisoning,MANHATTAN,40.75495088267916,-73.97066257603547
43414847,2019-07-29T19:09:07Z,Food Poisoning,MANHATTAN,40.78256474284612,-73.97873887933063
43908322,2019-09-27T15:10:44Z,Food Poisoning,MANHATTAN,40.76273118749095,-73.9783409074374
43428531,2019-07-31T15:28:05Z,Food Poisoning,MANHATTAN,40.75001649405111,-73.9913452349282
51310250,2021-07-23T04:00:00Z,Food Poisoning,BROOKLYN,40.68293626202585,-73.98230045718437
43434794,2019-08-01T00:05:45Z,Food Poisoning,BROOKLYN,40.69585584381718,-73.98197246688324
53211702,2022-01-29T05:00:00Z,Food Poisoning,BRONX,40.84765348711349,-73.9007686686635
43208408,2019-07-06T07:46:13Z,Food Poisoning,MANHATTAN,40.765211066385604,-73.98767551753983
43178638,2019-06-30T13:23:20Z,Food Poisoning,MANHATTAN,40.74249488539012,-73.98255529134217
43178639,2019-07-01T20:22:06Z,Food Poisoning,BROOKLYN,40.63265946010328,-73.96689375190277
46046282,2020-04-22T04:00:00Z,Food Poisoning,QUEENS,40.747585145284596,-73.89350477492867
43448315,2019-08-02T17:25:23Z,Food Poisoning,MANHATTAN,40.75781155793387,-73.99114569507482
43189210,2019-07-03T14:25:08Z,Food Poisoning,BROOKLYN,40.57888111889177,-73.95969538493341
52837546,2021-12-18T05:00:00Z,Food Poisoning,MANHATTAN,40.78272591558946,-73.97492568276785
43454236,2019-08-03T04:02:23Z,Food Poisoning,BRONX,40.826458952861394,-73.87544568732338
52923655,2021-12-30T17:01:45Z,Food Poisoning,QUEENS,40.68172516058895,-73.8376350607168
43222903,2019-07-08T17:19:15Z,Food Poisoning,MANHATTAN,40.809339808066596,-73.9592162665818
51323926,2021-07-24T04:00:00Z,Food Poisoning,BROOKLYN,40.69543292041104,-73.9405300693037
43466882,2019-08-04T20:05:46Z,Food Poisoning,MANHATTAN,40.81694462252211,-73.93877405292123
43235478,2019-07-09T21:32:54Z,Food Poisoning,BROOKLYN,40.6321558948366,-74.02750726902616
43468628,2019-08-05T20:39:14Z,Food Poisoning,BROOKLYN,40.68264540718501,-73.87569267126914
53144155,2022-01-22T05:00:00Z,Food Poisoning,MANHATTAN,40.71725266338,-73.99747843749817
43474162,2019-08-05T17:04:18Z,Food Poisoning,QUEENS,40.761173650352895,-73.83092214451266
43143752,2019-06-28T19:35:42Z,Food Poisoning,BRONX,40.81955850687405,-73.81755044967441
43935390,2019-10-01T20:37:19Z,Food Poisoning,MANHATTAN,40.754348472680924,-73.97697206313194
43935904,2019-09-21T19:45:01Z,Food Poisoning,BRONX,40.85431176415032,-73.90690031631951
46129968,2020-05-04T04:00:00Z,Food Poisoning,BRONX,40.835735938217226,-73.85207946597289
43485054,2019-08-06T13:28:58Z,Food Poisoning,MANHATTAN,40.74756297125971,-73.99684931958585
43257644,2019-07-12T02:50:47Z,Food Poisoning,MANHATTAN,40.82238600064225,-73.95339120350768
43489624,2019-08-07T23:38:09Z,Food Poisoning,MANHATTAN,40.71015997349798,-74.00764684363229
43493203,2019-08-07T15:31:05Z,Food Poisoning,QUEENS,40.74467161745749,-73.95344196346748
43496220,2019-08-08T17:28:13Z,Food Poisoning,BRONX,40.83602003789804,-73.92429757911275
43507639,2019-08-09T13:50:44Z,Food Poisoning,MANHATTAN,40.7328236316652,-74.00393296908236
44064792,2019-10-17T03:12:14Z,Food Poisoning,QUEENS,40.73735937424168,-73.8634119815207
44067190,2019-10-16T13:21:02Z,Food Poisoning,MANHATTAN,40.74741873787451,-73.98110678535748
44067929,2019-10-16T14:26:31Z,Food Poisoning,QUEENS,40.74304748376673,-73.82551887325162
56510630,2023-01-12T05:00:00Z,Food Poisoning,BROOKLYN,40.711464974561004,-73.94584341263231
43519322,2019-08-11T21:14:43Z,Food Poisoning,MANHATTAN,40.78094211508555,-73.97623347717598
43531869,2019-08-12T21:53:43Z,Food Poisoning,QUEENS,40.68170185338462,-73.84872914314326
43532243,2019-08-13T00:23:11Z,Food Poisoning,MANHATTAN,40.712899464540264,-73.99713592293477
43992888,2019-10-07T05:15:44Z,Food Poisoning,STATEN ISLAND,40.57011611448164,-74.10912423665744
46236696,2020-05-18T04:00:00Z,Food Poisoning,STATEN ISLAND,40.62681454564754,-74.16318962118504
43228376,2019-07-09T00:40:18Z,Food Poisoning,BRONX,40.838405401292185,-73.9129253579868
43995901,2019-10-07T21:11:03Z,Food Poisoning,MANHATTAN,40.75471830744654,-73.97367653971857
51350248,2021-07-27T04:00:00Z,Food Poisoning,QUEENS,40.732699760725204,-73.8049970995918
43232171,2019-07-10T03:08:19Z,Food Poisoning,QUEENS,40.77576040882577,-73.91014771189879
43999807,2019-10-08T03:50:41Z,Food Poisoning,MANHATTAN,40.793544665816114,-73.97075030270227
54956062,2022-07-30T04:00:00Z,Food Poisoning,MANHATTAN,40.71383544255011,-73.9977851788261
43554230,2019-08-15T22:30:04Z,Food Poisoning,BROOKLYN,40.67996666624435,-73.9415677864971
46255385,2020-05-20T04:00:00Z,Food Poisoning,MANHATTAN,40.779444771782316,-73.98358911933471
43235504,2019-07-05T19:09:36Z,Food Poisoning,STATEN ISLAND,40.643732872590085,-74.07278890585646
52241473,2021-10-20T04:00:00Z,Food Poisoning,QUEENS,40.74634146525714,-73.89617378682303
44022492,2019-10-11T05:12:31Z,Food Poisoning,QUEENS,40.75725338445481,-73.93120193446909
15824631,2010-01-28T16:43:27Z,Food Poisoning,QUEENS,40.73991776683281,-73.94721321023745
46292783,2020-05-25T04:00:00Z,Food Poisoning,BRONX,40.884222282494775,-73.90215343192227
15825754,2010-01-29T06:22:31Z,Food Poisoning,BROOKLYN,40.621492688036206,-74.02621328329577
15826030,2010-01-29T02:29:53Z,Food Poisoning,BROOKLYN,40.63328261265096,-74.02109826928094
15826104,2010-01-28T22:18:46Z,Food Poisoning,MANHATTAN,40.76048768141554,-73.99112007123652
43578945,2019-08-19T05:31:24Z,Food Poisoning,MANHATTAN,40.82619113110836,-73.94326770706513
52882468,2021-12-24T05:00:00Z,Food Poisoning,BRONX,40.88372489748139,-73.9014525783541
43243975,2019-07-09T14:08:30Z,Food Poisoning,BROOKLYN,40.61822718219467,-73.95797506915729
44099276,2019-10-19T14:11:39Z,Food Poisoning,MANHATTAN,40.73857328237132,-73.98753610320465
43585055,2019-08-19T18:56:35Z,Food Poisoning,MANHATTAN,40.82379911765532,-73.95238214149171
43585277,2019-08-19T15:14:15Z,Food Poisoning,BROOKLYN,40.66302118043985,-73.86911506407615
53269887,2022-02-04T14:18:30Z,Food Poisoning,QUEENS,40.78167113773795,-73.83074371504162
44047475,2019-10-14T02:54:16Z,Food Poisoning,QUEENS,40.761680933694294,-73.83058514550912
43594866,2019-08-20T20:00:51Z,Food Poisoning,MANHATTAN,40.75217112306676,-73.99137743848293
43594952,2019-08-20T19:40:33Z,Food Poisoning,BROOKLYN,40.679867278073495,-73.96805648095572
43596770,2019-08-20T19:15:10Z,Food Poisoning,QUEENS,40.67592902161404,-73.81801548500098
43598663,2019-08-20T23:06:08Z,Food Poisoning,BRONX,40.836745092038996,-73.86015783447895
44076845,2019-10-17T18:51:11Z,Food Poisoning,BROOKLYN,40.726119283457564,-73.95211640650702
46388689,2020-06-05T04:00:00Z,Food Poisoning,MANHATTAN,40.79774103589132,-73.96951324124956
53817036,2022-04-04T04:08:09Z,Food Poisoning,BROOKLYN,40.66195576082381,-73.91556342610068
15913898,2010-02-02T13:25:04Z,Food Poisoning,QUEENS,40.73532482390658,-73.86515899399981
43271778,2019-07-13T17:59:18Z,Food Poisoning,BROOKLYN,40.602638832407514,-73.99499434189465
44098947,2019-10-19T16:40:02Z,Food Poisoning,BROOKLYN,40.717068362339575,-73.96308211724389
44098936,2019-10-19T19:05:19Z,Food Poisoning,BROOKLYN,40.68273760205177,-73.97651004715492
44106784,2019-10-20T18:50:55Z,Food Poisoning,BROOKLYN,40.63687366636134,-73.93171156880892
44193464,2019-10-31T18:33:01Z,Food Poisoning,BRONX,40.835878584718515,-73.88863656768552
43641997,2019-08-26T22:33:13Z,Food Poisoning,STATEN ISLAND,40.629190388690674,-74.11405915810785
44108179,2019-10-21T21:55:35Z,Food Poisoning,MANHATTAN,40.73721251947641,-73.99695806300427
43650558,2019-08-26T20:36:50Z,Food Poisoning,BRONX,40.825954256389075,-73.85681654588637
44129178,2019-10-24T01:32:44Z,Food Poisoning,MANHATTAN,40.767005610803324,-73.98354164333564
43693199,2019-08-31T16:14:23Z,Food Poisoning,BRONX,40.806015964515616,-73.91423922364118
44149844,2019-10-26T03:03:02Z,Food Poisoning,MANHATTAN,40.714066016884736,-73.99873747541952
46592658,2020-06-22T04:00:00Z,Food Poisoning,QUEENS,40.76966588152271,-73.83469493735714
43705732,2019-09-02T19:06:37Z,Food Poisoning,QUEENS,40.7278948684974,-73.8140094374734
43300491,2019-07-16T14:58:43Z,Food Poisoning,MANHATTAN,40.764898300476624,-73.97255342667354
43313098,2019-07-18T22:07:24Z,Food Poisoning,QUEENS,40.77359780115426,-73.9104647380851
46665215,2020-06-28T04:00:00Z,Food Poisoning,BRONX,40.83848303418773,-73.91396607709103
15902293,2010-02-02T07:12:21Z,Food Poisoning,BRONX,40.84564275254104,-73.9020981347186
15902442,2010-02-01T19:33:18Z,Food Poisoning,MANHATTAN,40.75001649405111,-73.9913452349282
15902649,2010-02-01T19:29:29Z,Food Poisoning,MANHATTAN,40.84427019746529,-73.94256196225136
43734260,2019-09-06T01:16:55Z,Food Poisoning,MANHATTAN,40.752235533106884,-73.97971223712615
46778891,2020-07-06T04:00:00Z,Food Poisoning,MANHATTAN,40.742144841452685,-73.99708053474016
43761246,2019-09-10T17:49:12Z,Food Poisoning,BRONX,40.84627100097761,-73.90175745794758
46798214,2020-07-08T04:00:00Z,Food Poisoning,BRONX,40.83277451130355,-73.8632992175241
54148354,2022-05-12T04:00:00Z,Food Poisoning,BROOKLYN,40.70852772519715,-73.95816341004631
46902059,2020-07-18T04:00:00Z,Food Poisoning,BROOKLYN,40.58605688917105,-73.9717736576177
46923251,2020-07-20T04:00:00Z,Food Poisoning,BROOKLYN,40.71403333267318,-73.94429383185982
43779417,2019-09-13T17:07:14Z,Food Poisoning,MANHATTAN,40.75451484150785,-73.9880709215063
44135891,2019-10-24T13:38:00Z,Food Poisoning,MANHATTAN,40.75099082290243,-73.9906232658343
46986807,2020-07-26T04:00:00Z,Food Poisoning,BROOKLYN,40.69939639045266,-73.9108168402662
44207350,2019-11-01T15:08:36Z,Food Poisoning,MANHATTAN,40.75923534969391,-73.97035025823091
46989923,2020-07-26T04:00:00Z,Food Poisoning,BRONX,40.83855707927812,-73.91388286014495
42913771,2019-06-09T10:53:45Z,Food Poisoning,MANHATTAN,NA,NA
43011464,2019-06-18T20:51:46Z,Food Poisoning,BRONX,40.8798598936084,-73.90414153527452
56532399,2023-01-15T05:00:00Z,Food Poisoning,QUEENS,40.74843329250924,-73.93876844606294
44231081,2019-11-04T15:04:46Z,Food Poisoning,MANHATTAN,40.747719215590024,-73.97373704984574
56533451,2023-01-15T05:00:00Z,Food Poisoning,STATEN ISLAND,40.582217675936285,-74.09721689751461
15938244,2010-02-05T16:10:58Z,Food Poisoning,QUEENS,40.75300624246725,-73.90983551806492
15938552,2010-02-05T16:16:27Z,Food Poisoning,MANHATTAN,40.77265512210336,-73.9555525278598
44511746,2019-11-06T22:31:44Z,Food Poisoning,QUEENS,40.7572787977404,-73.8290261832441
47031623,2020-07-30T04:00:00Z,Food Poisoning,QUEENS,40.74848186651509,-73.89262994426288
47032557,2020-07-30T04:00:00Z,Food Poisoning,BROOKLYN,40.63308657589299,-73.9283792169277
44893877,2019-11-12T04:32:04Z,Food Poisoning,BROOKLYN,40.6233559525855,-74.02811243288014
47053780,2020-08-01T04:00:00Z,Food Poisoning,QUEENS,40.67913137810764,-73.79165176619841
47056654,2020-08-01T04:00:00Z,Food Poisoning,MANHATTAN,40.78591202351201,-73.97260615303215
44927399,2019-11-14T08:41:38Z,Food Poisoning,MANHATTAN,40.73089962056941,-74.00109686979745
45171277,2019-12-16T05:00:00Z,Food Poisoning,BROOKLYN,40.675264446886544,-73.87294490804688
47076777,2020-08-03T04:00:00Z,Food Poisoning,MANHATTAN,40.74678536959562,-73.98575533734761
51403624,2021-08-02T00:13:43Z,Food Poisoning,MANHATTAN,40.757182886849144,-73.98965142574492
45072700,2019-12-03T05:00:00Z,Food Poisoning,BROOKLYN,40.6930941351369,-73.94006336505434
45078539,2019-12-04T05:00:00Z,Food Poisoning,BRONX,40.81979114021681,-73.91719131247595
45152041,2019-12-13T05:00:00Z,Food Poisoning,MANHATTAN,40.764633212915065,-73.97791431457263
45180938,2019-12-18T05:00:00Z,Food Poisoning,BROOKLYN,40.66939414574986,-73.98677399930806
45194703,2019-12-18T05:00:00Z,Food Poisoning,QUEENS,40.77427474589354,-73.91273120704392
47136479,2020-08-06T04:00:00Z,Food Poisoning,QUEENS,40.75550163914905,-73.86527696672017
45207205,2019-12-20T05:00:00Z,Food Poisoning,MANHATTAN,40.7858664058856,-73.95092871805959
45214454,2019-12-11T05:00:00Z,Food Poisoning,BROOKLYN,40.67171266559422,-73.93083595100259
45215229,2019-12-21T05:00:00Z,Food Poisoning,MANHATTAN,40.70800542340523,-74.00616416668281
45225149,2019-12-22T05:00:00Z,Food Poisoning,BROOKLYN,40.6615457420132,-73.97940461250602
45237822,2019-12-24T05:00:00Z,Food Poisoning,MANHATTAN,40.758000618716245,-73.987604659818615
54153217,2022-05-12T04:00:00Z,Food Poisoning,MANHATTAN,40.75747840519145,-73.98217597257778
45254665,2019-12-27T05:00:00Z,Food Poisoning,QUEENS,40.74051970050131,-73.81505318226526
45256572,2019-12-27T05:00:00Z,Food Poisoning,MANHATTAN,40.80088806658664,-73.9653653178302
45207882,2019-12-20T05:00:00Z,Food Poisoning,MANHATTAN,40.778362435611506,-73.97811195994582
45259094,2019-12-27T05:00:00Z,Food Poisoning,QUEENS,40.70523833250696,-73.7954834897203
43280183,2019-07-14T15:46:37Z,Food Poisoning,BROOKLYN,40.66857070830345,-73.94226267311642
45270052,2019-12-30T05:00:00Z,Food Poisoning,MANHATTAN,40.762903754921766,-73.96561249107964
45272138,2019-12-30T05:00:00Z,Food Poisoning,BROOKLYN,40.6571353890739,-73.88907551648728
45275755,2019-12-30T05:00:00Z,Food Poisoning,MANHATTAN,40.715732087001584,-73.99875548037699
47204967,2020-08-11T04:00:00Z,Food Poisoning,BROOKLYN,40.6728180175905,-73.92518219076626
52239214,2021-10-20T04:00:00Z,Food Poisoning,QUEENS,40.76618904471903,-73.77236530472923
47216787,2020-08-12T04:00:00Z,Food Poisoning,QUEENS,40.68651068958153,-73.7679678837352
47219917,2020-08-12T04:00:00Z,Food Poisoning,BROOKLYN,40.6233559525855,-74.02811243288014
45307074,2020-01-03T05:00:00Z,Food Poisoning,QUEENS,40.75777480691942,-73.7918497571398
45284814,2019-12-31T05:00:00Z,Food Poisoning,MANHATTAN,40.76437032700373,-73.9813618922139
